,主键,机器编号,销量,销售额,日均销售额,点位日均销量,点位日,件单价,sku动销率,退款率,吐货失败率,缺货率,时间,PCA
2362,0531101432021-07-04,53110143,24,118.89,16.98,3.4285714285714284,7,4.95,0.5385,0.0,0.0,0.0562,2021-07-05 05:09:47,-0.486905321311777
2363,010105302021-07-04,1010530,25,118.8,16.97,3.5714285714285716,7,4.75,0.5238,0.0385,0.0,0.1088,2021-07-05 05:09:47,-0.48582531231860693
2364,021102452021-07-04,2110245,19,118.7,16.96,2.7142857142857144,7,6.25,0.5556,0.0,0.0,0.127,2021-07-05 05:09:47,-0.44675196768264014
2365,025102242021-07-04,2510224,23,118.7,16.96,3.2857142857142856,7,5.16,0.4231,0.0,0.0,0.071,2021-07-05 05:09:47,-0.6937154353834675
2366,029102622021-07-04,2910262,24,118.7,16.96,3.4285714285714284,7,4.95,0.4762,0.0,0.0,0.0643,2021-07-05 05:09:47,-0.5905938934154062
2367,053212012021-07-04,5321201,24,118.6,16.94,3.4285714285714284,7,4.94,0.5185,0.04,0.04,0.0278,2021-07-05 05:09:47,-0.6499428837966665
2368,010105082021-07-04,1010508,28,118.54,16.93,4.0,7,4.23,0.44,0.0,0.0,0.1429,2021-07-05 05:09:47,-0.506730934264557
2369,021107742021-07-04,2110774,29,118.53,16.93,4.142857142857143,7,4.09,0.4,0.0,0.0,0.1538,2021-07-05 05:09:47,-0.5487435869673521
2370,021108942021-07-04,2110894,26,118.5,16.93,3.7142857142857144,7,4.56,0.4762,0.037,0.0,0.2532,2021-07-05 05:09:47,-0.4003686783452613
2371,027101542021-07-04,2710154,13,67.7,16.93,3.25,4,5.21,0.3462,0.0,0.0,0.2732,2021-07-05 05:09:47,-1.0336672914271938
2372,028103172021-07-04,2810317,24,118.5,16.93,3.4285714285714284,7,4.94,0.4545,0.0,0.0,0.1364,2021-07-05 05:09:47,-0.5537225647010959
2373,051101042021-07-04,5110104,29,118.5,16.93,4.142857142857143,7,4.09,0.5556,0.0,0.0,0.1128,2021-07-05 05:09:47,-0.31384647058873616
2374,027102082021-07-04,2710208,33,118.3,16.9,4.714285714285714,7,3.58,0.4783,0.0,0.0303,0.0178,2021-07-05 05:09:47,-0.5180737868780281
2375,0574101952021-07-04,57410195,26,118.27,16.9,3.7142857142857144,7,4.55,0.5417,0.0,0.0,0.0289,2021-07-05 05:09:47,-0.48181298516441395
2376,053211532021-07-04,5321153,24,118.1,16.87,3.4285714285714284,7,4.92,0.4348,0.0,0.0,0.0476,2021-07-05 05:09:47,-0.686529314565827
2377,0731100092021-07-04,73110009,22,118.1,16.87,3.142857142857143,7,5.37,0.4194,0.0,0.0,0.1384,2021-07-05 05:09:47,-0.6461344705920683
2378,075511672021-07-04,7551167,23,118.1,16.87,3.2857142857142856,7,5.13,0.2778,0.0,0.0,0.0736,2021-07-05 05:09:47,-0.955178640642239
2379,0592101272021-07-04,59210127,26,101.1,16.85,4.333333333333333,6,3.89,0.2727,0.037,0.037,0.0621,2021-07-05 05:09:47,-1.092489546868146
2380,021108772021-07-04,2110877,24,117.9,16.84,3.4285714285714284,7,4.91,0.5,0.0,0.0,0.0055,2021-07-05 05:09:47,-0.6160101036266004
2381,021105822021-07-04,2110582,29,117.83,16.83,4.142857142857143,7,4.06,0.5,0.0,0.0,0.2174,2021-07-05 05:09:47,-0.3058928209204625
2382,0371101862021-07-04,37110186,23,117.8,16.83,3.2857142857142856,7,5.12,0.3871,0.0,0.0,0.1538,2021-07-05 05:09:47,-0.675316074762642
2383,028104252021-07-04,2810425,23,117.6,16.8,3.2857142857142856,7,5.11,0.4783,0.0,0.0,0.1032,2021-07-05 05:09:47,-0.567297674198412
2384,0531101182021-07-04,53110118,30,117.58,16.8,4.285714285714286,7,3.92,0.4571,0.0,0.0,0.2396,2021-07-05 05:09:47,-0.3420085527735792
2385,0551101172021-07-04,55110117,28,117.4,16.77,4.0,7,4.19,0.5714,0.0,0.0,0.013,2021-07-05 05:09:47,-0.41670734866944764
2386,021100232021-07-04,2110023,32,117.3,16.76,4.571428571428571,7,3.67,0.52,0.0,0.0,0.0539,2021-07-05 05:09:47,-0.39170322106811734
2387,0551101782021-07-04,55110178,10,33.5,16.75,5.0,2,3.35,0.1364,0.0,0.0,0.0694,2021-07-05 05:09:47,-1.7962902534054284
2388,053210442021-07-04,5321044,25,117.2,16.74,3.5714285714285716,7,4.69,0.5,0.0,0.0,0.1366,2021-07-05 05:09:47,-0.46421899211628603
2389,0571101422021-07-04,57110142,25,117.2,16.74,3.5714285714285716,7,4.69,0.3235,0.0,0.0,0.125,2021-07-05 05:09:47,-0.7928451885077921
2390,0574102362021-07-04,57410236,22,117.04,16.72,3.142857142857143,7,5.32,0.5,0.0,0.0,0.0764,2021-07-05 05:09:49,-0.5746453551841989
2391,0371101202021-07-04,37110120,25,117.0,16.71,3.5714285714285716,7,4.68,0.4783,0.0,0.0,0.1593,2021-07-05 05:09:47,-0.48014245896536056
2392,020101002021-07-04,2010100,24,116.9,16.7,3.4285714285714284,7,4.87,0.3056,0.0,0.0,0.0685,2021-07-05 05:09:47,-0.9029449316388071
2393,021106302021-07-04,2110630,21,116.8,16.69,3.0,7,5.56,0.4762,0.0,0.0,0.0964,2021-07-05 05:09:47,-0.610805202384157
2394,028101342021-07-04,2810134,29,116.8,16.69,4.142857142857143,7,4.03,0.303,0.0,0.0,0.1299,2021-07-05 05:09:47,-0.7579850883777073
2395,0592103052021-07-04,59210305,20,116.8,16.69,2.857142857142857,7,5.84,0.3333,0.0,0.0,0.0,2021-07-05 05:09:47,-0.9821201592510349
2396,020100672021-07-04,2010067,23,116.6,16.66,3.2857142857142856,7,5.07,0.375,0.0,0.0,0.0057,2021-07-05 05:09:47,-0.862541384883082
2397,010105642021-07-04,1010564,29,116.5,16.64,4.142857142857143,7,4.02,0.4231,0.0,0.0,0.0604,2021-07-05 05:09:47,-0.6189050997793089
2398,075514372021-07-04,7551437,15,83.2,16.64,3.0,5,5.55,0.2973,0.0625,0.0,0.0455,2021-07-05 05:09:49,-1.327364518471634
2399,0574100572021-07-04,57410057,25,116.4,16.63,3.5714285714285716,7,4.66,0.4138,0.0,0.0,0.0102,2021-07-05 05:09:47,-0.7584069667224607
2400,0592103982021-07-04,59210398,23,99.8,16.63,3.8333333333333335,6,4.34,0.2963,0.0,0.0,0.1029,2021-07-05 05:09:49,-0.983466311601652
2401,029102682021-07-04,2910268,30,116.3,16.61,4.285714285714286,7,3.88,0.381,0.0,0.0,0.1096,2021-07-05 05:09:47,-0.6246177761907288
2402,027100812021-07-04,2710081,27,116.11,16.59,3.857142857142857,7,4.3,0.5217,0.0,0.0,0.0774,2021-07-05 05:09:47,-0.4617509542134741
2403,023100892021-07-04,2310089,20,82.8,16.56,4.0,5,4.14,0.32,0.0,0.0,0.0128,2021-07-05 05:09:47,-1.1677454913873544
2404,0371100672021-07-04,37110067,23,115.9,16.56,3.2857142857142856,7,5.04,0.3636,0.0,0.0,0.1553,2021-07-05 05:09:47,-0.7273722362575353
2405,020100122021-07-04,2010012,28,115.8,16.54,4.0,7,4.14,0.5238,0.0,0.0,0.0909,2021-07-05 05:09:47,-0.4277907057331427
2406,075512752021-07-04,7551275,24,115.8,16.54,3.4285714285714284,7,4.83,0.4762,0.0,0.0,0.0395,2021-07-05 05:09:47,-0.634762722904694
2407,021106172021-07-04,2110617,25,115.71,16.53,3.5714285714285716,7,4.63,0.52,0.0,0.0,0.0769,2021-07-05 05:09:47,-0.5011119846097452
2408,0551102322021-07-04,55110232,23,115.7,16.53,3.2857142857142856,7,5.03,0.3,0.0,0.0,0.0048,2021-07-05 05:09:47,-1.0034689065153177
2409,075514292021-07-04,7551429,17,115.74,16.53,2.4285714285714284,7,6.81,0.3214,0.0,0.0,0.0794,2021-07-05 05:09:49,-0.9547577182235927
2410,020100882021-07-04,2010088,26,115.5,16.5,3.7142857142857144,7,4.44,0.5,0.0,0.0,0.1508,2021-07-05 05:09:47,-0.44291378225906874
2411,0574102212021-07-04,57410221,5,16.5,16.5,5.0,1,3.3,0.1071,0.0,0.0,0.0345,2021-07-05 05:09:49,-2.0507051997952823
2412,075512902021-07-04,7551290,27,115.5,16.5,3.857142857142857,7,4.28,0.5,0.0,0.0,0.0514,2021-07-05 05:09:47,-0.5319406145737737
2413,0731100522021-07-04,73110052,14,115.4,16.49,2.0,7,8.24,0.4348,0.0,0.0,0.0,2021-07-05 05:09:47,-0.8502784426247845
2414,0731101412021-07-04,73110141,30,115.4,16.49,4.285714285714286,7,3.85,0.4583,0.0909,0.0,0.0667,2021-07-05 05:09:49,-0.640896223536805
2415,021112222021-07-04,2111222,19,115.3,16.47,2.7142857142857144,7,6.07,0.2281,0.0,0.0,0.1878,2021-07-05 05:09:49,-0.9908386804991276
2416,029103302021-07-04,2910330,24,115.3,16.47,3.4285714285714284,7,4.8,0.4583,0.0,0.0,0.0245,2021-07-05 05:09:47,-0.6862584305759821
2417,0513100122021-07-04,51310012,25,115.3,16.47,3.5714285714285716,7,4.61,0.5789,0.0,0.04,0.0827,2021-07-05 05:09:47,-0.44149598395026557
2418,0592101562021-07-04,59210156,22,115.3,16.47,3.142857142857143,7,5.24,0.4545,0.0,0.0,0.0248,2021-07-05 05:09:47,-0.7222113687675095
2419,075511592021-07-04,7551159,22,115.2,16.46,3.142857142857143,7,5.24,0.44,0.0,0.0,0.1875,2021-07-05 05:09:47,-0.5746833272064498
2420,021111642021-07-04,2111164,26,98.6,16.43,4.333333333333333,6,3.79,0.2667,0.04,0.04,0.0918,2021-07-05 05:09:49,-1.0945649817446907
2421,051100992021-07-04,5110099,27,115.01,16.43,3.857142857142857,7,4.26,0.4583,0.0,0.0,0.3714,2021-07-05 05:09:47,-0.2676218345664462
2422,0371101352021-07-04,37110135,25,114.9,16.41,3.5714285714285716,7,4.6,0.45,0.0,0.0,0.0483,2021-07-05 05:09:47,-0.6619220558656121
2423,0551102432021-07-04,55110243,33,114.9,16.41,4.714285714285714,7,3.48,0.5926,0.0,0.0,0.0541,2021-07-05 05:09:47,-0.25600964014566807
2424,021106422021-07-04,2110642,19,114.83,16.4,2.7142857142857144,7,6.04,0.2051,0.0,0.0,0.0237,2021-07-05 05:09:47,-1.2107495590664057
2425,075512502021-07-04,7551250,22,114.83,16.4,3.142857142857143,7,5.22,0.5652,0.0,0.0,0.1744,2021-07-05 05:09:47,-0.366906975954198
2426,010106152021-07-04,1010615,9,49.1,16.37,3.0,3,5.46,0.1786,0.0,0.0,0.0,2021-07-05 05:09:49,-1.7950582308315792
2427,0531100482021-07-04,53110048,33,114.6,16.37,4.714285714285714,7,3.47,0.5217,0.0,0.0,0.1726,2021-07-05 05:09:47,-0.2580732787829203
2428,0531101232021-07-04,53110123,28,114.57,16.37,4.0,7,4.09,0.52,0.0,0.0,0.0872,2021-07-05 05:09:47,-0.44589050058091934
2429,075513082021-07-04,7551308,24,114.6,16.37,3.4285714285714284,7,4.78,0.3636,0.0,0.0,0.1447,2021-07-05 05:09:47,-0.7313435423835377
2430,051100922021-07-04,5110092,25,114.5,16.36,3.5714285714285716,7,4.58,0.6667,0.0,0.0,0.0652,2021-07-05 05:09:47,-0.2580701133190209
2431,028102102021-07-04,2810210,26,114.3,16.33,3.7142857142857144,7,4.4,0.4762,0.0,0.0,0.0455,2021-07-05 05:09:47,-0.604948447422792
2432,0531100632021-07-04,53110063,24,114.3,16.33,3.4285714285714284,7,4.76,0.4138,0.0,0.0,0.3209,2021-07-05 05:09:47,-0.4551831563704538
2433,0531102332021-07-04,53110233,22,98.0,16.33,3.6666666666666665,6,4.45,0.4167,0.0,0.0,0.1111,2021-07-05 05:09:49,-0.7886866309964747
2434,0531102342021-07-04,53110234,23,98.0,16.33,3.8333333333333335,6,4.26,0.4167,0.0,0.0,0.1296,2021-07-05 05:09:49,-0.7509767570444345
2435,0571100762021-07-04,57110076,25,114.2,16.31,3.5714285714285716,7,4.57,0.3548,0.0,0.0,0.1696,2021-07-05 05:09:47,-0.707139304569368
2436,010104602021-07-04,1010460,22,114.1,16.3,3.142857142857143,7,5.19,0.56,0.0,0.0,0.011,2021-07-05 05:09:47,-0.5552075937365429
2437,020101502021-07-04,2010150,27,114.1,16.3,3.857142857142857,7,4.23,0.5455,0.0,0.0,0.039,2021-07-05 05:09:47,-0.4718329631306327
2438,020100352021-07-04,2010035,25,114.0,16.29,3.5714285714285716,7,4.56,0.5789,0.0385,0.0,0.0827,2021-07-05 05:09:47,-0.4436607797822686
2439,020100542021-07-04,2010054,25,113.9,16.27,3.5714285714285716,7,4.56,0.4091,0.0,0.0,0.0,2021-07-05 05:09:47,-0.7927847606160316
2440,021101902021-07-04,2110190,25,113.9,16.27,3.5714285714285716,7,4.56,0.65,0.0,0.0,0.2083,2021-07-05 05:09:47,-0.138557944116256
2441,028103882021-07-04,2810388,25,113.9,16.27,3.5714285714285716,7,4.56,0.3636,0.0,0.0,0.1691,2021-07-05 05:09:47,-0.6935849144079035
2442,0531100092021-07-04,53110009,27,113.8,16.26,3.857142857142857,7,4.21,0.4062,0.0,0.0,0.2228,2021-07-05 05:09:47,-0.5270709959800055
2443,0531101312021-07-04,53110131,29,113.8,16.26,4.142857142857143,7,3.92,0.4194,0.0,0.0,0.1852,2021-07-05 05:09:47,-0.507961226670399
2444,028105042021-07-04,2810504,23,113.6,16.23,3.2857142857142856,7,4.94,0.5217,0.0,0.0,0.0671,2021-07-05 05:09:49,-0.552534642957166
2445,0531101912021-07-04,53110191,24,113.5,16.21,3.4285714285714284,7,4.73,0.3235,0.0,0.0,0.0437,2021-07-05 05:09:47,-0.9180251233361476
2446,0574102562021-07-04,57410256,27,113.4,16.2,3.857142857142857,7,4.2,0.4348,0.0,0.0,0.0417,2021-07-05 05:09:49,-0.6715712920357239
2447,0592102742021-07-04,59210274,26,113.27,16.18,3.7142857142857144,7,4.36,0.4167,0.0,0.0,0.0357,2021-07-05 05:09:47,-0.7282040595761078
2448,025102322021-07-04,2510232,28,113.0,16.14,4.0,7,4.04,0.3478,0.0,0.0,0.0417,2021-07-05 05:09:47,-0.812026989698605
2449,021109672021-07-04,2110967,24,112.8,16.11,3.4285714285714284,7,4.7,0.3448,0.0,0.0,0.1401,2021-07-05 05:09:47,-0.7811244322471892
2450,023100572021-07-04,2310057,26,112.8,16.11,3.7142857142857144,7,4.34,0.303,0.0,0.0,0.0205,2021-07-05 05:09:47,-0.9510746510270588
2451,0519100122021-07-04,51910012,26,112.8,16.11,3.7142857142857144,7,4.34,0.52,0.0,0.0,0.1209,2021-07-05 05:09:47,-0.45498359863105026
2452,053211672021-07-04,5321167,29,112.8,16.11,4.142857142857143,7,3.89,0.5,0.0,0.0,0.2109,2021-07-05 05:09:47,-0.34178440409415545
2453,020100252021-07-04,2010025,26,112.7,16.1,3.7142857142857144,7,4.33,0.3103,0.0,0.0,0.0259,2021-07-05 05:09:47,-0.9330099323435984
2454,029101992021-07-04,2910199,29,112.7,16.1,4.142857142857143,7,3.89,0.5,0.0,0.0,0.034,2021-07-05 05:09:47,-0.5312147079277454
2455,010103992021-07-04,1010399,25,112.6,16.09,3.5714285714285716,7,4.5,0.48,0.0,0.0,0.1044,2021-07-05 05:09:47,-0.5622353907328209
2456,028104122021-07-04,2810412,28,112.6,16.09,4.0,7,4.02,0.35,0.0,0.0,0.0,2021-07-05 05:09:47,-0.8551144153821106
2457,021108952021-07-04,2110895,33,112.5,16.07,4.714285714285714,7,3.41,0.5,0.0,0.0,0.0226,2021-07-05 05:09:47,-0.46888418917539443
2458,021105772021-07-04,2110577,22,112.4,16.06,3.142857142857143,7,5.11,0.25,0.0,0.0,0.1257,2021-07-05 05:09:47,-0.9987045029473637
2459,0371101452021-07-04,37110145,21,112.3,16.04,3.0,7,5.35,0.6667,0.0,0.0,0.0301,2021-07-05 05:09:47,-0.36871455007153764
2460,0551102412021-07-04,55110241,30,112.24,16.03,4.285714285714286,7,3.74,0.3333,0.0,0.0,0.0761,2021-07-05 05:09:47,-0.7693433717837268
2461,075513132021-07-04,7551313,28,112.1,16.01,4.0,7,4.0,0.5,0.0,0.0,0.0602,2021-07-05 05:09:47,-0.5251548315702238
2462,010102522021-07-04,1010252,26,111.9,15.99,3.7142857142857144,7,4.3,0.4091,0.0,0.0,0.2177,2021-07-05 05:09:47,-0.5556728270203708
2463,0551100932021-07-04,55110093,20,111.9,15.99,2.857142857142857,7,5.59,0.4667,0.0,0.0,0.0553,2021-07-05 05:09:47,-0.715664448666301
2464,0551101682021-07-04,55110168,24,111.9,15.99,3.4285714285714284,7,4.66,0.4091,0.0,0.0,0.0655,2021-07-05 05:09:47,-0.7510924920706646
2465,0571101812021-07-04,57110181,25,111.9,15.99,3.5714285714285716,7,4.48,0.45,0.0,0.0,0.1293,2021-07-05 05:09:47,-0.5932487855762135
2466,029102232021-07-04,2910223,26,111.5,15.93,3.7142857142857144,7,4.29,0.3704,0.0,0.0,0.1193,2021-07-05 05:09:47,-0.7323690505073581
2467,029102522021-07-04,2910252,26,111.5,15.93,3.7142857142857144,7,4.29,0.3704,0.0,0.0,0.1538,2021-07-05 05:09:47,-0.6954981912576257
2468,010105602021-07-04,1010560,25,111.42,15.92,3.5714285714285716,7,4.46,0.3333,0.0,0.0,0.058,2021-07-05 05:09:47,-0.881472451665943
2469,010101502021-07-04,1010150,23,111.4,15.91,3.2857142857142856,7,4.84,0.625,0.0,0.0,0.0971,2021-07-05 05:09:47,-0.3491839359352449
2470,020100092021-07-04,2010009,18,111.17,15.88,2.5714285714285716,7,6.18,0.4412,0.0,0.0,0.098,2021-07-05 05:09:47,-0.7422687659072058
2471,021108002021-07-04,2110800,22,110.8,15.83,3.142857142857143,7,5.04,0.3125,0.0,0.0,0.1082,2021-07-05 05:09:47,-0.9153051746356553
2472,025100842021-07-04,2510084,16,110.8,15.83,2.2857142857142856,7,6.92,0.2368,0.0,0.0,0.1,2021-07-05 05:09:47,-1.1250272597352713
2473,0531102042021-07-04,53110204,32,110.8,15.83,4.571428571428571,7,3.46,0.4615,0.0,0.0,0.1319,2021-07-05 05:09:47,-0.4501545682151839
2474,0531101472021-07-04,53110147,27,110.7,15.81,3.857142857142857,7,4.1,0.5833,0.0,0.0,0.16,2021-07-05 05:09:47,-0.29502764878492393
2475,029102982021-07-04,2910298,11,110.6,15.8,1.5714285714285714,7,10.05,0.3704,0.0,0.0,0.1071,2021-07-05 05:09:47,-0.869013212296772
2476,075512672021-07-04,7551267,16,110.4,15.77,2.2857142857142856,7,6.9,0.2895,0.0,0.0,0.0268,2021-07-05 05:09:47,-1.1114453550411287
2477,021111262021-07-04,2111126,29,110.2,15.74,4.142857142857143,7,3.8,0.4783,0.0,0.0,0.1304,2021-07-05 05:09:49,-0.4817133147338039
2478,0551101412021-07-04,55110141,25,110.2,15.74,3.5714285714285716,7,4.41,0.5,0.0741,0.0,0.1607,2021-07-05 05:09:47,-0.565194735646841
2479,021105622021-07-04,2110562,23,110.1,15.73,3.2857142857142856,7,4.79,0.6471,0.0,0.0,0.1721,2021-07-05 05:09:47,-0.2370763516510849
2480,051101472021-07-04,5110147,16,78.62,15.72,3.2,5,4.91,0.3478,0.0,0.0,0.0,2021-07-05 05:09:49,-1.2357337664501211
2481,0592102292021-07-04,59210229,5,110.0,15.71,0.7142857142857143,7,22.0,0.1071,0.0,0.0,0.0316,2021-07-05 05:09:47,-1.0746740320375499
2482,029101492021-07-04,2910149,27,109.9,15.7,3.857142857142857,7,4.07,0.3333,0.0,0.0,0.0988,2021-07-05 05:09:47,-0.8130099235283471
2483,0551102752021-07-04,55110275,28,109.7,15.67,4.0,7,3.92,0.4,0.0,0.0,0.0952,2021-07-05 05:09:49,-0.6806296879721628
2484,010105152021-07-04,1010515,21,109.6,15.66,3.0,7,5.22,0.6538,0.0455,0.0455,0.1111,2021-07-05 05:09:47,-0.43058683675728127
2485,029102252021-07-04,2910225,22,109.6,15.66,3.142857142857143,7,4.98,0.5455,0.0,0.0,0.2298,2021-07-05 05:09:47,-0.3755711256024065
2486,0571100132021-07-04,57110013,21,109.5,15.64,3.0,7,5.21,0.2647,0.0,0.0,0.0556,2021-07-05 05:09:47,-1.0796814963340118
2487,021109682021-07-04,2110968,25,109.4,15.63,3.5714285714285716,7,4.38,0.303,0.0,0.0,0.0798,2021-07-05 05:09:47,-0.9245813602639874
2488,051210802021-07-04,5121080,23,109.3,15.61,3.2857142857142856,7,4.75,0.5,0.0,0.0,0.0604,2021-07-05 05:09:49,-0.6252235880492419
2489,0571101962021-07-04,57110196,23,109.2,15.6,3.2857142857142856,7,4.75,0.5,0.0,0.0,0.1494,2021-07-05 05:09:49,-0.5304810955204009
2490,027101002021-07-04,2710100,28,108.9,15.56,4.0,7,3.89,0.5,0.0345,0.0,0.0686,2021-07-05 05:09:47,-0.5739822558176125
2491,075513662021-07-04,7551366,27,108.9,15.56,3.857142857142857,7,4.03,0.3913,0.0,0.0,0.1488,2021-07-05 05:09:47,-0.6616216362400308
2492,023101492021-07-04,2310149,19,108.87,15.55,2.7142857142857144,7,5.73,0.5833,0.0,0.0,0.04,2021-07-05 05:09:47,-0.5544445098906574
2493,029103502021-07-04,2910350,24,108.8,15.54,3.4285714285714284,7,4.53,0.4737,0.0,0.0,0.0476,2021-07-05 05:09:49,-0.6734498028428567
2494,0551102192021-07-04,55110219,25,108.7,15.53,3.5714285714285716,7,4.35,0.303,0.0,0.0,0.0558,2021-07-05 05:09:47,-0.9545171088165676
2495,010105532021-07-04,1010553,18,108.67,15.52,2.5714285714285716,7,6.04,0.4074,0.0,0.0,0.0794,2021-07-05 05:09:47,-0.8394088774261381
2496,0371101402021-07-04,37110140,15,108.6,15.51,2.142857142857143,7,7.24,0.4,0.0,0.0,0.1,2021-07-05 05:09:47,-0.8529120608845775
2497,021106892021-07-04,2110689,15,108.5,15.5,2.142857142857143,7,7.23,0.4583,0.0,0.0,0.0588,2021-07-05 05:09:47,-0.7932747574040423
2498,021107322021-07-04,2110732,25,108.5,15.5,3.5714285714285716,7,4.34,0.5294,0.0385,0.0385,0.096,2021-07-05 05:09:47,-0.5988532633544644
2499,028104572021-07-04,2810457,18,108.52,15.5,2.5714285714285716,7,6.03,0.4138,0.0,0.0,0.0333,2021-07-05 05:09:49,-0.8782551363242587
2500,028104822021-07-04,2810482,23,108.5,15.5,3.2857142857142856,7,4.72,0.44,0.0,0.0,0.033,2021-07-05 05:09:49,-0.7666665798619192
2501,027101972021-07-04,2710197,20,108.3,15.47,2.857142857142857,7,5.42,0.6522,0.0,0.0,0.006,2021-07-05 05:09:47,-0.4587731487157478
2502,010101382021-07-04,1010138,24,108.2,15.46,3.4285714285714284,7,4.51,0.5,0.1724,0.0345,0.0714,2021-07-05 05:09:47,-0.8439672398306739
2503,021109842021-07-04,2110984,27,108.2,15.46,3.857142857142857,7,4.01,0.5455,0.0,0.0,0.205,2021-07-05 05:09:47,-0.32915921198345555
2504,028103602021-07-04,2810360,24,108.2,15.46,3.4285714285714284,7,4.51,0.4583,0.0,0.0,0.0435,2021-07-05 05:09:47,-0.7087790321778371
2505,021108742021-07-04,2110874,23,108.1,15.44,3.2857142857142856,7,4.7,0.6154,0.0,0.0,0.0899,2021-07-05 05:09:47,-0.3942067200799998
2506,021109762021-07-04,2110976,26,108.1,15.44,3.7142857142857144,7,4.16,0.3333,0.0,0.0,0.2908,2021-07-05 05:09:47,-0.635789126682199
2507,021111712021-07-04,2111171,24,108.1,15.44,3.4285714285714284,7,4.5,0.4286,0.0,0.0,0.1677,2021-07-05 05:09:49,-0.6301870527615027
2508,028105142021-07-04,2810514,23,108.1,15.44,3.2857142857142856,7,4.7,0.4583,0.0,0.0,0.0971,2021-07-05 05:09:49,-0.6679826507997506
2509,0551102662021-07-04,55110266,24,108.1,15.44,3.4285714285714284,7,4.5,0.4286,0.0,0.0,0.0201,2021-07-05 05:09:49,-0.7879302071168798
2510,021106092021-07-04,2110609,28,108.0,15.43,4.0,7,3.86,0.2903,0.0,0.0,0.0286,2021-07-05 05:09:47,-0.9581911540340808
2511,027101982021-07-04,2710198,22,108.0,15.43,3.142857142857143,7,4.91,0.3793,0.0,0.0,0.0721,2021-07-05 05:09:47,-0.8517604193591054
2512,021100152021-07-04,2110015,33,107.9,15.41,4.714285714285714,7,3.27,0.4,0.0,0.0,0.0383,2021-07-05 05:09:47,-0.657127767212311
2513,027101722021-07-04,2710172,12,107.9,15.41,1.7142857142857142,7,8.99,0.2692,0.0,0.0,0.0484,2021-07-05 05:09:47,-1.1447598244901886
2514,010104022021-07-04,1010402,24,107.7,15.39,3.4285714285714284,7,4.49,0.44,0.0,0.0,0.1167,2021-07-05 05:09:47,-0.6663183564703029
2515,029101132021-07-04,2910113,23,107.7,15.39,3.2857142857142856,7,4.68,0.4,0.0,0.0,0.0888,2021-07-05 05:09:47,-0.7837705990490255
2516,010104092021-07-04,1010409,4,15.38,15.38,4.0,1,3.85,0.1364,0.0,0.0,0.1818,2021-07-05 05:09:47,-1.931666596492196
2517,021101262021-07-04,2110126,29,107.6,15.37,4.142857142857143,7,3.71,0.5333,0.0,0.0,0.3393,2021-07-05 05:09:47,-0.1749337185141963
2518,029102932021-07-04,2910293,23,107.5,15.36,3.2857142857142856,7,4.67,0.4583,0.0,0.0,0.0536,2021-07-05 05:09:47,-0.7182397112266624
2519,021103812021-07-04,2110381,27,107.4,15.34,3.857142857142857,7,3.98,0.4848,0.0,0.0,0.2011,2021-07-05 05:09:47,-0.4468865387161116
2520,027100522021-07-04,2710052,25,107.4,15.34,3.5714285714285716,7,4.3,0.4167,0.0,0.04,0.0457,2021-07-05 05:09:47,-0.8188664494410288
2521,0551101042021-07-04,55110104,22,107.4,15.34,3.142857142857143,7,4.88,0.45,0.0,0.0,0.1571,2021-07-05 05:09:47,-0.6381612082024256
2522,0731101312021-07-04,73110131,25,107.36,15.34,3.5714285714285716,7,4.29,0.44,0.0,0.0,0.1943,2021-07-05 05:09:47,-0.5693317654342342
2523,0571100062021-07-04,57110006,30,107.3,15.33,4.285714285714286,7,3.58,0.3846,0.0,0.0,0.0051,2021-07-05 05:09:47,-0.7813471863448027
2524,0731100502021-07-04,73110050,26,107.3,15.33,3.7142857142857144,7,4.13,0.5217,0.0,0.0,0.092,2021-07-05 05:09:47,-0.515361003324609
2525,028103832021-07-04,2810383,27,107.2,15.31,3.857142857142857,7,3.97,0.4348,0.0,0.0,0.0343,2021-07-05 05:09:47,-0.7160366973225183
2526,029101432021-07-04,2910143,28,107.1,15.3,4.0,7,3.83,0.35,0.0345,0.0,0.0136,2021-07-05 05:09:47,-0.9118694396830288
2527,029102342021-07-04,2910234,12,107.1,15.3,1.7142857142857142,7,8.93,0.3333,0.0,0.0,0.0,2021-07-05 05:09:47,-1.0875358948352816
2528,0371100202021-07-04,37110020,22,107.0,15.29,3.142857142857143,7,4.86,0.4762,0.0,0.0,0.0451,2021-07-05 05:09:47,-0.7133797066174955
2529,053211932021-07-04,5321193,24,106.8,15.26,3.4285714285714284,7,4.45,0.5,0.04,0.04,0.1272,2021-07-05 05:09:47,-0.6483850858298666
2530,0574100952021-07-04,57410095,20,106.7,15.24,2.857142857142857,7,5.34,0.5,0.0,0.0,0.1718,2021-07-05 05:09:47,-0.5645599153916173
2531,010103682021-07-04,1010368,14,106.6,15.23,2.0,7,7.61,0.32,0.0,0.0,0.1503,2021-07-05 05:09:47,-0.9596764131813093
2532,028103822021-07-04,2810382,23,106.6,15.23,3.2857142857142856,7,4.63,0.619,0.0,0.0,0.0932,2021-07-05 05:09:47,-0.3935883888588957
2533,0592102372021-07-04,59210237,9,91.4,15.23,1.5,6,10.16,0.2424,0.0,0.0,0.0,2021-07-05 05:09:47,-1.3504999787518006
