,主键,机器编号,销量,销售额,日均销售额,点位日均销量,点位日,件单价,sku动销率,退款率,吐货失败率,缺货率,时间,PCA
1232,051100492021-07-04,5110049,45,218.51,31.22,6.428571428571429,7,4.86,0.4375,0.0426,0.0,0.4319,2021-07-05 05:09:47,0.6152317676087948
1233,027101682021-07-04,2710168,50,218.3,31.19,7.142857142857143,7,4.37,0.5517,0.0,0.0,0.2549,2021-07-05 05:09:47,0.7772388372619403
1234,029100242021-07-04,2910024,52,218.2,31.17,7.428571428571429,7,4.2,0.55,0.0,0.0,0.102,2021-07-05 05:09:47,0.6508533232640714
1235,0592101262021-07-04,59210126,55,218.1,31.16,7.857142857142857,7,3.97,0.5417,0.0,0.0,0.0229,2021-07-05 05:09:47,0.6129824496946522
1236,025102032021-07-04,2510203,44,217.9,31.13,6.285714285714286,7,4.95,0.5556,0.0,0.0,0.164,2021-07-05 05:09:47,0.5664188679741907
1237,029102642021-07-04,2910264,38,217.9,31.13,5.428571428571429,7,5.73,0.6522,0.0256,0.0,0.0833,2021-07-05 05:09:47,0.5133509429198856
1238,025101012021-07-04,2510101,49,217.7,31.1,7.0,7,4.44,0.4722,0.0,0.0,0.0564,2021-07-05 05:09:47,0.3990721760708159
1239,028103522021-07-04,2810352,45,217.69,31.1,6.428571428571429,7,4.84,0.619,0.0217,0.0217,0.2533,2021-07-05 05:09:47,0.7421508218524898
1240,0592102492021-07-04,59210249,54,217.67,31.1,7.714285714285714,7,4.03,0.6,0.0,0.0,0.0071,2021-07-05 05:09:47,0.6773745196105201
1241,028103382021-07-04,2810338,47,217.4,31.06,6.714285714285714,7,4.63,0.5455,0.0,0.0,0.1938,2021-07-05 05:09:47,0.6362148433361448
1242,0513100022021-07-04,51310002,50,217.4,31.06,7.142857142857143,7,4.35,0.7222,0.0,0.0,0.0952,2021-07-05 05:09:47,0.9072762716950739
1243,029103272021-07-04,2910327,50,217.3,31.04,7.142857142857143,7,4.35,0.5909,0.0,0.0,0.0523,2021-07-05 05:09:47,0.6256636831956593
1244,075511822021-07-04,7551182,46,217.3,31.04,6.571428571428571,7,4.72,0.5,0.0,0.0,0.0893,2021-07-05 05:09:47,0.42240673894327974
1245,010102672021-07-04,1010267,50,216.9,30.99,7.142857142857143,7,4.34,0.5385,0.0,0.0,0.1593,2021-07-05 05:09:47,0.6440819408504899
1246,029100022021-07-04,2910002,47,216.9,30.99,6.714285714285714,7,4.61,0.7273,0.0,0.0,0.0497,2021-07-05 05:09:47,0.8049548958357604
1247,0551100432021-07-04,55110043,57,216.7,30.96,8.142857142857142,7,3.8,0.6452,0.0,0.0,0.0312,2021-07-05 05:09:47,0.841775154167016
1248,028101502021-07-04,2810150,46,216.54,30.93,6.571428571428571,7,4.71,0.6522,0.0,0.0,0.0705,2021-07-05 05:09:47,0.6712614629911641
1249,053211682021-07-04,5321168,53,216.5,30.93,7.571428571428571,7,4.08,0.8824,0.0364,0.0182,0.3636,2021-07-05 05:09:47,1.473348203289594
1250,010105042021-07-04,1010504,50,216.31,30.9,7.142857142857143,7,4.33,0.5652,0.0,0.0,0.0932,2021-07-05 05:09:47,0.6182108210693729
1251,028103672021-07-04,2810367,48,216.3,30.9,6.857142857142857,7,4.51,0.6667,0.0,0.0,0.1615,2021-07-05 05:09:47,0.8328611404080098
1252,0531101222021-07-04,53110122,45,215.96,30.85,6.428571428571429,7,4.8,0.6154,0.0,0.0,0.071,2021-07-05 05:09:47,0.5832889303635026
1253,027101062021-07-04,2710106,50,215.78,30.83,7.142857142857143,7,4.32,0.6087,0.0385,0.0,0.1257,2021-07-05 05:09:47,0.6842400364976151
1254,029103162021-07-04,2910316,52,215.81,30.83,7.428571428571429,7,4.15,0.6087,0.0,0.0,0.1304,2021-07-05 05:09:47,0.7739208385656439
1255,0731101532021-07-04,73110153,46,215.8,30.83,6.571428571428571,7,4.69,0.439,0.0,0.0,0.2238,2021-07-05 05:09:49,0.4491471739902241
1256,025100422021-07-04,2510042,47,215.75,30.82,6.714285714285714,7,4.59,0.6875,0.0408,0.0408,0.1134,2021-07-05 05:09:47,0.6987039365970285
1257,053210922021-07-04,5321092,44,215.7,30.81,6.285714285714286,7,4.9,0.6522,0.0222,0.0222,0.0686,2021-07-05 05:09:47,0.5729727123498775
1258,0731101492021-07-04,73110149,38,215.7,30.81,5.428571428571429,7,5.68,0.625,0.0,0.0,0.119,2021-07-05 05:09:49,0.5202994559585389
1259,010101342021-07-04,1010134,50,215.5,30.79,7.142857142857143,7,4.31,0.4375,0.0,0.0,0.2383,2021-07-05 05:09:47,0.5402153845716072
1260,023101162021-07-04,2310116,48,215.46,30.78,6.857142857142857,7,4.49,0.72,0.0,0.0,0.1868,2021-07-05 05:09:47,0.9509108532506529
1261,020102922021-07-04,2010292,62,215.4,30.77,8.857142857142858,7,3.47,0.4,0.0,0.0,0.1726,2021-07-05 05:09:49,0.6532269524896869
1262,021105522021-07-04,2110552,36,215.4,30.77,5.142857142857143,7,5.98,0.4865,0.0,0.0,0.2417,2021-07-05 05:09:47,0.36678794747369997
1263,0531102082021-07-04,53110208,53,215.1,30.73,7.571428571428571,7,4.06,0.7083,0.0,0.0,0.1429,2021-07-05 05:09:49,0.9827434207606845
1264,075514272021-07-04,7551427,37,215.1,30.73,5.285714285714286,7,5.81,0.5667,0.0263,0.0263,0.1111,2021-07-05 05:09:49,0.3238383603330924
1265,051100232021-07-04,5110023,46,214.95,30.71,6.571428571428571,7,4.67,0.5312,0.0,0.0,0.1713,2021-07-05 05:09:47,0.553723378855757
1266,0731101072021-07-04,73110107,34,214.79,30.68,4.857142857142857,7,6.32,0.6667,0.0,0.0,0.1905,2021-07-05 05:09:47,0.5986434856489324
1267,010102232021-07-04,1010223,52,214.72,30.67,7.428571428571429,7,4.13,0.6087,0.0,0.0,0.1304,2021-07-05 05:09:47,0.7682843811992333
1268,028103932021-07-04,2810393,47,214.6,30.66,6.714285714285714,7,4.57,0.55,0.0,0.0,0.0602,2021-07-05 05:09:47,0.4868218321119916
1269,021103052021-07-04,2110305,51,214.55,30.65,7.285714285714286,7,4.21,0.5357,0.0,0.0,0.24,2021-07-05 05:09:47,0.7334466637737541
1270,010104002021-07-04,1010400,42,214.5,30.64,6.0,7,5.11,0.7391,0.0,0.0476,0.08,2021-07-05 05:09:47,0.6906569620275155
1271,023101842021-07-04,2310184,38,214.2,30.6,5.428571428571429,7,5.64,0.72,0.0,0.0,0.0387,2021-07-05 05:09:49,0.59656670481977
1272,028104302021-07-04,2810430,51,214.0,30.57,7.285714285714286,7,4.2,0.5758,0.0,0.0392,0.0089,2021-07-05 05:09:47,0.506990794133873
1273,021111742021-07-04,2111174,54,213.9,30.56,7.714285714285714,7,3.96,0.4839,0.0,0.0,0.0816,2021-07-05 05:09:49,0.5296472297015808
1274,029101792021-07-04,2910179,39,213.9,30.56,5.571428571428571,7,5.48,0.6538,0.0,0.0,0.1327,2021-07-05 05:09:47,0.5943561301055394
1275,0592103832021-07-04,59210383,45,213.84,30.55,6.428571428571429,7,4.75,0.6818,0.0816,0.0,0.0124,2021-07-05 05:09:49,0.5351079082928515
1276,028102112021-07-04,2810211,46,213.6,30.51,6.571428571428571,7,4.64,0.5909,0.0,0.0,0.0994,2021-07-05 05:09:47,0.576621874118206
1277,0574102552021-07-04,57410255,50,212.63,30.38,7.142857142857143,7,4.25,0.5806,0.0,0.0,0.0,2021-07-05 05:09:49,0.5269471532734965
1278,029101592021-07-04,2910159,48,212.56,30.37,6.857142857142857,7,4.43,0.6087,0.0,0.0,0.1083,2021-07-05 05:09:47,0.6525557921104398
1279,0574101682021-07-04,57410168,48,212.6,30.37,6.857142857142857,7,4.43,0.6,0.0,0.0,0.0408,2021-07-05 05:09:47,0.564921074895646
1280,021106112021-07-04,2110611,34,212.3,30.33,4.857142857142857,7,6.24,0.4762,0.0,0.0,0.1818,2021-07-05 05:09:47,0.2339689899411839
1281,053210452021-07-04,5321045,35,212.2,30.31,5.0,7,6.06,0.6522,0.0278,0.0,0.3117,2021-07-05 05:09:47,0.672216986380927
1282,0371100972021-07-04,37110097,47,212.1,30.3,6.714285714285714,7,4.51,0.6667,0.0,0.0,0.2,2021-07-05 05:09:47,0.831907952856682
1283,021104692021-07-04,2110469,48,211.9,30.27,6.857142857142857,7,4.41,0.5588,0.0,0.0,0.0633,2021-07-05 05:09:47,0.5112760922162897
1284,025101942021-07-04,2510194,40,211.8,30.26,5.714285714285714,7,5.29,0.5676,0.0,0.0,0.127,2021-07-05 05:09:47,0.44063882404743954
1285,010102492021-07-04,1010249,47,211.7,30.24,6.714285714285714,7,4.5,0.4615,0.0,0.0,0.1044,2021-07-05 05:09:47,0.3598917683850485
1286,023101622021-07-04,2310162,45,211.7,30.24,6.428571428571429,7,4.7,0.5714,0.0,0.0,0.1016,2021-07-05 05:09:47,0.5144526965332193
1287,025100492021-07-04,2510049,49,211.6,30.23,7.0,7,4.32,0.5143,0.0,0.0,0.0437,2021-07-05 05:09:47,0.4294212887445334
1288,028103492021-07-04,2810349,49,211.4,30.2,7.0,7,4.31,0.625,0.0,0.0,0.1726,2021-07-05 05:09:47,0.7642125152389372
1289,053212162021-07-04,5321216,41,211.43,30.2,5.857142857142857,7,5.16,0.5909,0.0,0.0,0.2547,2021-07-05 05:09:47,0.6355837447119073
1290,027101612021-07-04,2710161,36,211.3,30.19,5.142857142857143,7,5.87,0.5161,0.0,0.0,0.0179,2021-07-05 05:09:47,0.1583248821698328
1291,027102002021-07-04,2710200,42,211.34,30.19,6.0,7,5.03,0.625,0.0,0.0,0.1486,2021-07-05 05:09:47,0.6013771991375563
1292,028103392021-07-04,2810339,43,211.3,30.19,6.142857142857143,7,4.91,0.68,0.0,0.0,0.1264,2021-07-05 05:09:47,0.6949533925085228
1293,0574100852021-07-04,57410085,49,211.2,30.17,7.0,7,4.31,0.7143,0.0,0.0,0.0825,2021-07-05 05:09:47,0.8270241850242521
1294,0592103612021-07-04,59210361,49,211.18,30.17,7.0,7,4.31,0.64,0.0,0.0,0.0932,2021-07-05 05:09:47,0.7052930088083308
1295,0592104152021-07-04,59210415,44,211.2,30.17,6.285714285714286,7,4.8,0.5714,0.0,0.0,0.0,2021-07-05 05:09:49,0.3840369280476378
1296,028100982021-07-04,2810098,44,210.7,30.1,6.285714285714286,7,4.79,0.5172,0.0,0.0,0.0664,2021-07-05 05:09:47,0.35532139335621415
1297,051101282021-07-04,5110128,45,210.2,30.03,6.428571428571429,7,4.67,0.4615,0.0426,0.0213,0.1477,2021-07-05 05:09:49,0.2840686688387666
1298,0731100562021-07-04,73110056,43,209.9,29.99,6.142857142857143,7,4.88,0.4194,0.0,0.0,0.045,2021-07-05 05:09:47,0.13371417515219963
1299,010103172021-07-04,1010317,43,209.8,29.97,6.142857142857143,7,4.88,0.4,0.0,0.0,0.2262,2021-07-05 05:09:47,0.29208928206714463
1300,0371102022021-07-04,37110202,52,209.7,29.96,7.428571428571429,7,4.03,0.5833,0.0,0.0,0.0536,2021-07-05 05:09:49,0.6148046591862592
1301,023101542021-07-04,2310154,41,209.3,29.9,5.857142857142857,7,5.1,0.8,0.0,0.0,0.0659,2021-07-05 05:09:47,0.7967544144044287
1302,020101122021-07-04,2010112,40,209.2,29.89,5.714285714285714,7,5.23,0.48,0.0,0.0,0.1317,2021-07-05 05:09:47,0.27492980930758704
1303,021108422021-07-04,2110842,48,209.2,29.89,6.857142857142857,7,4.36,0.5714,0.0,0.0,0.2356,2021-07-05 05:09:47,0.7042478293118727
1304,0531101662021-07-04,53110166,50,209.26,29.89,7.142857142857143,7,4.19,0.6154,0.0,0.0,0.1878,2021-07-05 05:09:47,0.7727198394450927
1305,029102672021-07-04,2910267,50,209.0,29.86,7.142857142857143,7,4.18,0.5172,0.0,0.0,0.06,2021-07-05 05:09:47,0.458754363273007
1306,0531100712021-07-04,53110071,49,208.9,29.84,7.0,7,4.26,0.6818,0.0,0.0,0.0417,2021-07-05 05:09:47,0.7130870878449121
1307,010101372021-07-04,1010137,46,208.8,29.83,6.571428571428571,7,4.54,0.5312,0.0,0.0217,0.1256,2021-07-05 05:09:47,0.4458612465214157
1308,021106402021-07-04,2110640,45,208.46,29.78,6.428571428571429,7,4.63,0.5484,0.0,0.0,0.125,2021-07-05 05:09:47,0.4812899367212164
1309,029103622021-07-04,2910362,47,208.44,29.78,6.714285714285714,7,4.43,0.6087,0.0408,0.0,0.2013,2021-07-05 05:09:49,0.6635442404294394
1310,020103172021-07-04,2010317,28,208.4,29.77,4.0,7,7.44,0.5667,0.0,0.0,0.1056,2021-07-05 05:09:49,0.20430124089529828
1311,010103672021-07-04,1010367,48,208.1,29.73,6.857142857142857,7,4.34,0.6,0.0,0.0,0.205,2021-07-05 05:09:47,0.7171273151508637
1312,010104792021-07-04,1010479,42,208.1,29.73,6.0,7,4.95,0.5143,0.0,0.0,0.1267,2021-07-05 05:09:47,0.36226039881437155
1313,021100242021-07-04,2110024,58,208.1,29.73,8.285714285714286,7,3.59,0.4474,0.0,0.0,0.0269,2021-07-05 05:09:47,0.460431079241193
1314,0571101642021-07-04,57110164,48,208.0,29.71,6.857142857142857,7,4.33,0.64,0.0,0.0,0.0879,2021-07-05 05:09:47,0.6627161397548195
1315,010105682021-07-04,1010568,35,207.9,29.7,5.0,7,5.94,0.5714,0.0,0.0,0.0448,2021-07-05 05:09:47,0.2503613409310865
1316,0513100012021-07-04,51310001,48,207.8,29.69,6.857142857142857,7,4.33,0.6667,0.0,0.0,0.1429,2021-07-05 05:09:47,0.7685859767067643
1317,0592102892021-07-04,59210289,49,207.73,29.68,7.0,7,4.24,0.48,0.0,0.0,0.026,2021-07-05 05:09:47,0.3289307033846466
1318,021106042021-07-04,2110604,51,207.66,29.67,7.285714285714286,7,4.07,0.4706,0.0,0.0,0.1319,2021-07-05 05:09:47,0.46554790452329464
1319,0531100022021-07-04,53110002,45,207.7,29.67,6.428571428571429,7,4.62,0.5588,0.0,0.0,0.0591,2021-07-05 05:09:47,0.4257496925913939
1320,053211322021-07-04,5321132,40,207.7,29.67,5.714285714285714,7,5.19,0.6957,0.0,0.0,0.2561,2021-07-05 05:09:47,0.7860731331301543
1321,010103042021-07-04,1010304,44,207.6,29.66,6.285714285714286,7,4.72,0.6,0.0,0.0,0.1429,2021-07-05 05:09:47,0.5690761044373003
1322,021104862021-07-04,2110486,38,207.6,29.66,5.428571428571429,7,5.46,0.5,0.0,0.0,0.099,2021-07-05 05:09:47,0.23070700743006567
1323,021103942021-07-04,2110394,40,207.5,29.64,5.714285714285714,7,5.19,0.5714,0.0,0.0,0.1438,2021-07-05 05:09:47,0.4424593623387326
1324,0731101082021-07-04,73110108,26,207.5,29.64,3.7142857142857144,7,7.98,0.4783,0.0,0.0,0.0786,2021-07-05 05:09:47,-0.012226883077094613
1325,0531102092021-07-04,53110209,34,207.4,29.63,4.857142857142857,7,6.1,0.6129,0.0286,0.0,0.2562,2021-07-05 05:09:49,0.49859281027802044
1326,0592101032021-07-04,59210103,42,207.31,29.62,6.0,7,4.94,0.7273,0.0233,0.0233,0.0745,2021-07-05 05:09:47,0.6288320271286693
1327,021108732021-07-04,2110873,27,206.73,29.53,3.857142857142857,7,7.66,0.3913,0.0,0.0,0.2024,2021-07-05 05:09:47,-0.02853641014519696
1328,0371101472021-07-04,37110147,45,206.5,29.5,6.428571428571429,7,4.59,0.6818,0.0,0.0,0.1615,2021-07-05 05:09:47,0.7491167434417216
1329,010104182021-07-04,1010418,44,206.36,29.48,6.285714285714286,7,4.69,0.625,0.0,0.0,0.24,2021-07-05 05:09:47,0.7109591585053793
1330,027101042021-07-04,2710104,49,206.37,29.48,7.0,7,4.21,0.7273,0.0,0.0,0.0629,2021-07-05 05:09:47,0.8041996716503775
1331,051210302021-07-04,5121030,35,206.34,29.48,5.0,7,5.9,0.5,0.0278,0.0278,0.436,2021-07-05 05:09:47,0.46595261897961743
1332,0731100962021-07-04,73110096,48,206.17,29.45,6.857142857142857,7,4.3,0.625,0.0,0.0,0.1071,2021-07-05 05:09:47,0.6471700518627277
1333,0574100962021-07-04,57410096,45,206.1,29.44,6.428571428571429,7,4.58,0.6923,0.0,0.0,0.017,2021-07-05 05:09:47,0.6113024663437971
1334,0571100412021-07-04,57110041,41,206.0,29.43,5.857142857142857,7,5.02,0.5143,0.0,0.0,0.0341,2021-07-05 05:09:47,0.23323351851574525
1335,0592100632021-07-04,59210063,32,205.9,29.41,4.571428571428571,7,6.43,0.5,0.0,0.0,0.0754,2021-07-05 05:09:47,0.09516050570581026
1336,0731101202021-07-04,73110120,26,205.9,29.41,3.7142857142857144,7,7.92,0.4286,0.0,0.0,0.0549,2021-07-05 05:09:47,-0.13606664383936665
1337,021104022021-07-04,2110402,41,205.6,29.37,5.857142857142857,7,5.01,0.2857,0.0,0.0,0.114,2021-07-05 05:09:47,-0.09314719096425789
1338,029100442021-07-04,2910044,41,205.5,29.36,5.857142857142857,7,5.01,0.48,0.0,0.0,0.2174,2021-07-05 05:09:47,0.3651055692008825
1339,0371102052021-07-04,37110205,13,58.7,29.35,6.5,2,4.52,0.4706,0.0,0.0,0.0,2021-07-05 05:09:49,-0.823029658531582
1340,010104192021-07-04,1010419,42,205.3,29.33,6.0,7,4.89,0.72,0.0,0.0,0.1429,2021-07-05 05:09:47,0.7334449137415535
1341,0574101022021-07-04,57410102,44,205.2,29.31,6.285714285714286,7,4.66,0.6333,0.0,0.0,0.0905,2021-07-05 05:09:47,0.5597028319072865
1342,028104992021-07-04,2810499,52,205.1,29.3,7.428571428571429,7,3.94,0.6,0.0,0.0,0.1286,2021-07-05 05:09:49,0.7010831078167575
1343,025102452021-07-04,2510245,37,204.9,29.27,5.285714285714286,7,5.54,0.5926,0.0,0.0,0.0492,2021-07-05 05:09:47,0.3110644009325633
1344,028100932021-07-04,2810093,44,204.91,29.27,6.285714285714286,7,4.66,0.5357,0.0,0.0,0.0577,2021-07-05 05:09:47,0.34853904239318173
1345,021107352021-07-04,2110735,34,204.8,29.26,4.857142857142857,7,6.02,0.4375,0.0,0.0,0.1905,2021-07-05 05:09:47,0.13220161833970573
1346,0551102832021-07-04,55110283,42,204.67,29.24,6.0,7,4.87,0.5833,0.0,0.0,0.0503,2021-07-05 05:09:49,0.3859911743899641
1347,021104522021-07-04,2110452,44,204.5,29.21,6.285714285714286,7,4.65,0.4211,0.0638,0.0638,0.1143,2021-07-05 05:09:47,0.04964415706801449
1348,0551102132021-07-04,55110213,30,204.4,29.2,4.285714285714286,7,6.81,0.5185,0.0,0.0,0.1034,2021-07-05 05:09:47,0.1198187299170334
1349,020101602021-07-04,2010160,48,204.2,29.17,6.857142857142857,7,4.25,0.5652,0.0,0.0,0.0119,2021-07-05 05:09:47,0.42766175196205103
1350,075513822021-07-04,7551382,37,204.2,29.17,5.285714285714286,7,5.52,0.6,0.0976,0.0,0.0503,2021-07-05 05:09:47,0.21007374554063402
1351,021111342021-07-04,2111134,45,204.1,29.16,6.428571428571429,7,4.54,0.6667,0.0,0.0,0.1386,2021-07-05 05:09:49,0.6851110944276428
1352,021112052021-07-04,2111205,50,204.12,29.16,7.142857142857143,7,4.08,0.425,0.0,0.0,0.2253,2021-07-05 05:09:49,0.44479365496813716
1353,023100782021-07-04,2310078,45,204.15,29.16,6.428571428571429,7,4.54,0.7083,0.0,0.0,0.0179,2021-07-05 05:09:47,0.6307640936966964
1354,0574101232021-07-04,57410123,40,204.1,29.16,5.714285714285714,7,5.1,0.4483,0.0,0.0,0.0485,2021-07-05 05:09:47,0.1016140587399327
1355,0519100192021-07-04,51910019,44,204.0,29.14,6.285714285714286,7,4.64,0.6667,0.0,0.0,0.3059,2021-07-05 05:09:47,0.8437139343740014
1356,075512072021-07-04,7551207,46,203.86,29.12,6.571428571428571,7,4.43,0.64,0.0,0.0,0.103,2021-07-05 05:09:47,0.6173617437805663
1357,020100202021-07-04,2010020,33,203.8,29.11,4.714285714285714,7,6.18,0.4286,0.0,0.0,0.0936,2021-07-05 05:09:47,-0.008969102394228979
1358,0371101762021-07-04,37110176,43,203.8,29.11,6.142857142857143,7,4.74,0.5455,0.0,0.0,0.1242,2021-07-05 05:09:47,0.4118097508703643
1359,0531102112021-07-04,53110211,51,203.8,29.11,7.285714285714286,7,4.0,0.6296,0.0,0.0,0.1638,2021-07-05 05:09:49,0.7646845326934656
1360,021111122021-07-04,2111112,46,203.67,29.1,6.571428571428571,7,4.43,0.6296,0.0,0.0,0.1538,2021-07-05 05:09:49,0.6522950016436277
1361,028103002021-07-04,2810300,46,203.7,29.1,6.571428571428571,7,4.43,0.5556,0.0213,0.0213,0.1313,2021-07-05 05:09:47,0.4450413889876646
1362,010100312021-07-04,1010031,66,203.5,29.07,9.428571428571429,7,3.08,0.4483,0.0,0.0,0.1238,2021-07-05 05:09:47,0.7148612180138799
1363,051100342021-07-04,5110034,51,203.4,29.06,7.285714285714286,7,3.99,0.5217,0.0,0.0,0.1282,2021-07-05 05:09:47,0.5312657792670871
1364,021104942021-07-04,2110494,47,203.2,29.03,6.714285714285714,7,4.32,0.4848,0.0,0.0,0.2714,2021-07-05 05:09:47,0.5357169565789839
1365,027100862021-07-04,2710086,33,203.1,29.01,4.714285714285714,7,6.15,0.6538,0.0,0.0,0.2222,2021-07-05 05:09:47,0.5276650752600766
1366,021101922021-07-04,2110192,39,202.73,28.96,5.571428571428571,7,5.2,0.4167,0.0,0.0,0.1538,2021-07-05 05:09:47,0.13182534898372908
1367,0551102722021-07-04,55110272,50,202.7,28.96,7.142857142857143,7,4.05,0.5455,0.0,0.0,0.1579,2021-07-05 05:09:49,0.5812747070466496
1368,0592100552021-07-04,59210055,27,202.7,28.96,3.857142857142857,7,7.51,0.2903,0.0,0.0,0.013,2021-07-05 05:09:47,-0.4355695692675731
1369,051100382021-07-04,5110038,48,202.3,28.9,6.857142857142857,7,4.21,0.7083,0.04,0.0,0.2267,2021-07-05 05:09:47,0.857985596573264
1370,0531102252021-07-04,53110225,47,202.28,28.9,6.714285714285714,7,4.3,0.6087,0.0,0.0,0.0435,2021-07-05 05:09:49,0.5093303092338582
1371,029103942021-07-04,2910394,46,202.2,28.89,6.571428571428571,7,4.4,0.75,0.0,0.0,0.127,2021-07-05 05:09:49,0.8317275722787508
1372,010103702021-07-04,1010370,40,202.0,28.86,5.714285714285714,7,5.05,0.5862,0.0476,0.0476,0.1143,2021-07-05 05:09:47,0.29450977177835086
1373,025100552021-07-04,2510055,46,202.0,28.86,6.571428571428571,7,4.39,0.4583,0.0,0.0,0.006,2021-07-05 05:09:47,0.17847915820125818
1374,027102222021-07-04,2710222,40,202.0,28.86,5.714285714285714,7,5.05,0.4375,0.0,0.0,0.2072,2021-07-05 05:09:49,0.24065823984775325
1375,028102922021-07-04,2810292,24,202.04,28.86,3.4285714285714284,7,8.42,0.375,0.04,0.0,0.0814,2021-07-05 05:09:47,-0.29329197203232543
1376,010102692021-07-04,1010269,47,201.7,28.81,6.714285714285714,7,4.29,0.5652,0.0,0.0,0.1837,2021-07-05 05:09:47,0.5781841452931791
1377,021104402021-07-04,2110440,20,201.7,28.81,2.857142857142857,7,10.09,0.303,0.0,0.0,0.2415,2021-07-05 05:09:47,-0.2333656880402778
1378,0571101562021-07-04,57110156,55,201.7,28.81,7.857142857142857,7,3.67,0.5185,0.0,0.0,0.0663,2021-07-05 05:09:47,0.5338626534240198
1379,021101112021-07-04,2110111,45,201.6,28.8,6.428571428571429,7,4.48,0.4333,0.0,0.0,0.1457,2021-07-05 05:09:47,0.26111575251027874
1380,0574101422021-07-04,57410142,39,201.5,28.79,5.571428571428571,7,5.17,0.5357,0.0,0.0,0.0837,2021-07-05 05:09:47,0.26360287926037057
1381,0571101382021-07-04,57110138,37,201.42,28.77,5.285714285714286,7,5.44,0.4483,0.0,0.0,0.1306,2021-07-05 05:09:47,0.12019377356029498
1382,0731100842021-07-04,73110084,14,200.95,28.71,2.0,7,14.35,0.3333,0.0,0.0,0.1059,2021-07-05 05:09:47,-0.2944598392022135
1383,028103012021-07-04,2810301,34,200.9,28.7,4.857142857142857,7,5.91,0.5417,0.0286,0.0286,0.1296,2021-07-05 05:09:47,0.16417245572130976
1384,053210862021-07-04,5321086,38,200.7,28.67,5.428571428571429,7,5.28,0.5417,0.0,0.0,0.2857,2021-07-05 05:09:47,0.4674014491953062
1385,020100922021-07-04,2010092,37,200.6,28.66,5.285714285714286,7,5.42,0.8,0.1395,0.0233,0.1571,2021-07-05 05:09:47,0.5860887934407769
1386,010100942021-07-04,1010094,34,200.5,28.64,4.857142857142857,7,5.9,0.4545,0.0286,0.0,0.1381,2021-07-05 05:09:47,0.050205078855860986
1387,0551102522021-07-04,55110252,28,200.5,28.64,4.0,7,7.16,0.5938,0.0,0.0357,0.0087,2021-07-05 05:09:47,0.05915129473839205
1388,010101622021-07-04,1010162,33,200.3,28.61,4.714285714285714,7,6.07,0.5385,0.0,0.0,0.1374,2021-07-05 05:09:47,0.2149602549030083
1389,0551100562021-07-04,55110056,40,200.17,28.6,5.714285714285714,7,5.0,0.7391,0.0,0.0,0.0476,2021-07-05 05:09:47,0.6004425588326284
1390,075514122021-07-04,7551412,37,200.22,28.6,5.285714285714286,7,5.41,0.64,0.0,0.0,0.1474,2021-07-05 05:09:49,0.4751657945359048
1391,025101392021-07-04,2510139,44,200.1,28.59,6.285714285714286,7,4.55,0.6296,0.0,0.0,0.1164,2021-07-05 05:09:47,0.5541200354143155
1392,021104232021-07-04,2110423,35,199.96,28.57,5.0,7,5.71,0.3902,0.0,0.0,0.2379,2021-07-05 05:09:47,0.08806558124978058
1393,0531101202021-07-04,53110120,49,200.0,28.57,7.0,7,4.08,0.72,0.0,0.0,0.1264,2021-07-05 05:09:47,0.8258676443113508
1394,0574100132021-07-04,57410013,48,199.91,28.56,6.857142857142857,7,4.16,0.5652,0.0,0.0,0.0238,2021-07-05 05:09:47,0.4180170809006875
1395,029101862021-07-04,2910186,49,199.84,28.55,7.0,7,4.08,0.5625,0.0,0.0,0.1827,2021-07-05 05:09:47,0.6031933664544611
1396,021105752021-07-04,2110575,39,199.77,28.54,5.571428571428571,7,5.12,0.4211,0.0488,0.0488,0.064,2021-07-05 05:09:47,-0.08855750044374615
1397,0551102732021-07-04,55110273,39,199.8,28.54,5.571428571428571,7,5.12,0.619,0.0,0.0,0.0921,2021-07-05 05:09:49,0.41225377559422904
